detection_datetime,transmitter_id,tagging_project_name,species_common_name,species_scientific_name,animal_sex,receiver_project_name,installation_name,station_name,receiver_name,receiver_deployment_longitude,receiver_deployment_latitude,transmitter_sensor_type,transmitter_type,transmitter_estimated_battery_life,transmitter_deployment_longitude,transmitter_deployment_latitude,transmitter_deployment_datetime
8/07/2022 8:36,A69-9001-63851,IMOS / AIMS Acoustic Telemetry Array Queensland,Bull Shark,Carcharhinus leucas,FEMALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,3540,146.308015,-18.49408,24/08/2021 0:00
2/07/2022 2:46,A69-9001-63851,IMOS / AIMS Acoustic Telemetry Array Queensland,Bull Shark,Carcharhinus leucas,FEMALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,3540,146.308015,-18.49408,24/08/2021 0:00
2/07/2022 2:42,A69-9001-63851,IMOS / AIMS Acoustic Telemetry Array Queensland,Bull Shark,Carcharhinus leucas,FEMALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,3540,146.308015,-18.49408,24/08/2021 0:00
2/07/2022 2:33,A69-9001-63851,IMOS / AIMS Acoustic Telemetry Array Queensland,Bull Shark,Carcharhinus leucas,FEMALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,3540,146.308015,-18.49408,24/08/2021 0:00
2/07/2022 1:20,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 1:19,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 1:17,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 1:16,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 1:07,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:40,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:35,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:32,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:30,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:29,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:27,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:25,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:23,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:21,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:19,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:15,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:08,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
2/07/2022 0:03,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 23:09,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 23:07,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 23:05,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 23:03,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 23:01,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:59,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:57,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:55,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:54,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:52,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:50,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:47,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:46,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:44,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:42,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:41,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:39,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:37,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:36,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:35,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:33,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:32,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:31,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:29,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:27,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:25,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:23,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:21,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:20,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:16,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:04,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 22:00,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:57,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:55,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:49,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:47,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:43,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:42,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:40,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:38,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:32,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:27,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:26,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:22,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:20,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:18,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:16,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:12,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:08,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:04,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:02,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 21:01,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 20:59,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 20:58,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 20:56,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 20:55,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
1/07/2022 20:53,A69-9001-64011,IMOS / AIMS Acoustic Telemetry Array Queensland,Scalloped Hammerhead,Sphyrna lewini,MALE,IMOS / AIMS Acoustic Telemetry Array Queensland,Qld Array - Hinchinbrook,Deluge - Outside,VR2AR-546937,146.19737,-18.41423,PINGER,V16,1910,145.781372,-16.381719,22/03/2022 0:00
